code,product_name,brands,categories_tags,countries_tags,packaging_tags,stores,purchase_places,nutriscore_grade,nova_group,ecoscore_grade,ingredients_text,nutriments.sugars_100g,nutriments.energy-kcal_100g
3801454059340886,"Sonic, Fanta Orange, Wacky Pack",Sonic,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,20.0,80.0
5652214173336512951,"TGI Friday's, Fanta",TGI Friday's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,63.0,260.0
162287324480820688030,"TGI Friday's, Fanta Orange, Kids",TGI Friday's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,48.0,196.0
93906487644626288692752,"Wendy's, Fanta Orange, Large",Wendy's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,115.0,468.0
75413043876076210205968,"Wendy's, Fanta Orange, Medium",Wendy's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,92.0,376.0
14698662425942247620,"Whataburger, Fanta Orange, Kids",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.9,8.45
9006434746272446580936,"Whataburger, Fanta Orange, Large, 44 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.692,3.07
43860090644674952974,"Whataburger, Fanta Orange, Medium, 32 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
95407074265490804751806164,"Whataburger, Fanta Orange, Small, 20 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
95465044099708892,"Whataburger, Fanta Strawberry, Kids, 16 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.9,7.61
75055079749759983158520,"Whataburger, Fanta Strawberry, Medium, 32 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
8855244447837301748689,"Whataburger, Fanta Strawberry, Small, 20 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
3812284866681700,"White Castle, Crave Cooler Fanta Wild Cherry, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.338,1.35
3893136447470287,"White Castle, Crave Cooler Fanta Wild Cherry, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.564,2.25
373385445129687258790099,"White Castle, Crave Cooler Fanta Wild Cherry, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.805,3.22
6709864006919787758408,"White Castle, Fanta Grape Soda, Kids",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,4.73,18.9
115082740445518155598721,"White Castle, Fanta Grape Soda, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.27,5.07
4806253042813945746420,"White Castle, Fanta Grape Soda, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
847132634368756606752,"White Castle, Fanta Grape Soda, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.42,9.66
22697310461950002670,"White Castle, Fanta Orange Soda, Kids",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,5.41,21.6
216885149411877649,"White Castle, Fanta Orange Soda, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.27,5.07
56844784917779058,"White Castle, Fanta Orange Soda, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
18101840195232772,"White Castle, Fanta Orange Soda, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.42,9.66
37032274350433144669,"White Castle, Fanta Strawberry Soda, Kids",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,4.73,18.9
455000144662022103169823,"White Castle, Fanta Strawberry Soda, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.27,5.07
13371014747009615199,"White Castle, Fanta Strawberry Soda, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
13747849494421600595,"White Castle, Fanta Strawberry Soda, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.42,9.66
31059350488869172245699,"Zaxby's, Fanta Cherry, 12 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
285231694744216840599,"Zaxby's, Fanta Cherry, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
96273947423370034,"Zaxby's, Fanta Cherry, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
52352244686797840866,"Zaxby's, Fanta Cherry, 42 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.05,4.19
105395384341510560909,"Zaxby's, Fanta Orange, 12 Oz, Kiddie",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
56432548343382872184,"Zaxby's, Fanta Orange, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
577636379640494380193,"Zaxby's, Fanta Orange, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
245048642114523546,"Zaxby's, Fanta Orange, 42 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.05,4.19
9625774079230239903953,"Zaxby's, Fanta Peach, 12 Oz, Kiddie",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
77388645994969679,"Zaxby's, Fanta Peach, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
3247285306643007442533213,"Zaxby's, Fanta Peach, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
418361841259081296494,"Zaxby's, Fanta Peach, 42 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.05,4.19
10781974779955320576,"Zaxby's, Fanta Strawberry, 12 Oz, Kiddie",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
95019054447986942975766,"Zaxby's, Fanta Strawberry, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
97699047892118677953,"Zaxby's, Fanta Strawberry, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
294112849408085963695,"Zaxby's, Fanta Strawberry, 44 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.999,4.0
558538248228924878604,"McDonald's, Fanta Orange, Extra Small",McDonald's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,32.0,132.0
17484947343224877378,"McDonald's, Fanta Orange, Large",McDonald's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,32.0,132.0
43003824239371001655,"McDonald's, Fanta Orange, Medium",McDonald's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,32.0,132.0
212370067464973659298937,"McDonald's, Fanta Orange, Small",McDonald's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,43.0,176.0
38306703453046703,"Papa John's, Fanta Orange, 2 Liter",Papa John's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,254.0,1020.0
5942321002286,Fanta Portocale 1.5l,Coca Cola,"beverages-and-beverages-preparations, plant-based-foods-and-beverages, beverages, fruit-based-foods-and-beverages, non-alcoholic-beverages, plant-based-beverages, carbonated-drinks, fruit-based-beverages, soft-drinks, sodas, fruit-soft-drinks, lemonades, sweetened-beverages",romania,Unknown,Unknown,Unknown,e,4.0,Unknown,"Apa, zahar, sirop de fructoza-glucoza, suc de portocale minimum 5%, dioxid de carbon, acidifiant acid citric – conform retetei, arome naturale de portocale cu alte arome naturale, antioxidant acid ascorbic, coloranti beta-caroten, stabilizator guma de guar.",Unknown,Unknown
309188244073272011,"Perkins, Add On Breaded Fantail Shrimp, Fried, 4 Shrimp",Perkins,entrees,united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.68,180.0
94502373407829237984616,"Popeyes, Fanta Orange",Popeyes,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
4357302248669355755889,"Popeyes, Fanta Strawberry",Popeyes,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
62610494009352217328,"Red Robin, Fanta Orange, Adult",Red Robin,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,48.0,196.0
4043725448896579788,"Red Robin, Fanta Orange, Kid",Red Robin,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,26.0,104.0
53672633470930470156,"Sonic, Fanta Orange, Large",Sonic,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,78.0,312.0
8651785048615105721844,"Sonic, Fanta Orange, Medium",Sonic,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,51.0,204.0
749402545091867773673,"Sonic, Fanta Orange, RT 44",Sonic,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,105.0,420.0
786452829374897833,"Sonic, Fanta Orange, Small",Sonic,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,31.0,124.0
451146561264128846625038,"Sonic, Fanta Orange, Wacky Pack",Sonic,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,20.0,80.0
812309143297028543898,"TGI Friday's, Fanta",TGI Friday's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,63.0,260.0
5965323842590041302798,"TGI Friday's, Fanta Orange, Kids",TGI Friday's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,48.0,196.0
69716873406246903432,"Wendy's, Fanta Orange, Large",Wendy's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,115.0,468.0
783408408673451651,"Wendy's, Fanta Orange, Medium",Wendy's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,e,Unknown,Unknown,undefined,92.0,376.0
3948322245483656646437,"Whataburger, Fanta Orange, Kids",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.9,8.45
833149333487200733,"Whataburger, Fanta Orange, Large, 44 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.692,3.07
852292664848913829602,"Whataburger, Fanta Orange, Medium, 32 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
639478241847751675099,"Whataburger, Fanta Orange, Small, 20 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
3762505117441320040439343723,"Whataburger, Fanta Strawberry, Kids, 16 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.9,7.61
485714494800500995659,"Whataburger, Fanta Strawberry, Medium, 32 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
1254033447722179130366,"Whataburger, Fanta Strawberry, Small, 20 Oz",Whataburger,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
0002845510042,"White Castle, Crave Cooler Fanta Wild Cherry, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.338,1.35
305241459957512826,"White Castle, Crave Cooler Fanta Wild Cherry, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.564,2.25
791587914434260016,"White Castle, Crave Cooler Fanta Wild Cherry, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.805,3.22
117877833547715787518092,"White Castle, Fanta Grape Soda, Kids",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,4.73,18.9
615216794783786303081,"White Castle, Fanta Grape Soda, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.27,5.07
36138821448945818356626,"White Castle, Fanta Grape Soda, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
558953383944709461276183,"White Castle, Fanta Grape Soda, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.42,9.66
7623340906538415,"White Castle, Fanta Orange Soda, Kids",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,5.41,21.6
21137679994419993844242,"White Castle, Fanta Orange Soda, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.27,5.07
576275946047404949,"White Castle, Fanta Orange Soda, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
6128247882142894374,"White Castle, Fanta Orange Soda, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.42,9.66
450974570586435,"White Castle, Fanta Strawberry Soda, Kids",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,4.73,18.9
5958594412263612615,"White Castle, Fanta Strawberry Soda, Large",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.27,5.07
493998745494747470637,"White Castle, Fanta Strawberry Soda, Medium",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.69,6.76
3935374147915122848,"White Castle, Fanta Strawberry Soda, Small",White Castle,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,2.42,9.66
249730487995179467845852,"Zaxby's, Fanta Cherry, 12 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
5545083780340313653625795,"Zaxby's, Fanta Cherry, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
4205170540414734503870,"Zaxby's, Fanta Cherry, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
525843304343612543,"Zaxby's, Fanta Cherry, 42 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.05,4.19
2191043668637,"Zaxby's, Fanta Orange, 12 Oz, Kiddie",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
95828243996341735531,"Zaxby's, Fanta Orange, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
1123936842549662008927,"Zaxby's, Fanta Orange, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
9135650083488542242004,"Zaxby's, Fanta Orange, 42 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.05,4.19
75169064508490085431,"Zaxby's, Fanta Peach, 12 Oz, Kiddie",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
591326131380475184108172316,"Zaxby's, Fanta Peach, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
973148736447216592698,"Zaxby's, Fanta Peach, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
382495384571844573684689,"Zaxby's, Fanta Peach, 42 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.05,4.19
499714274537981284275,"Zaxby's, Fanta Strawberry, 12 Oz, Kiddie",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,c,Unknown,Unknown,undefined,3.66,14.7
1896194103459356043745,"Zaxby's, Fanta Strawberry, 22 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,2.0,7.99
28104444604781547086,"Zaxby's, Fanta Strawberry, 32 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,1.37,5.49
20330458469161317065,"Zaxby's, Fanta Strawberry, 44 Oz",Zaxby's,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,b,Unknown,Unknown,undefined,0.999,4.0
5449000029249,Orange Zero,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112673968,Orange Zero Sugar,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5940628890940,fanta Lemon 0.33,Unknown,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5941934021431,fanta ananas 0.33,Unknown,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5941934021264,fanta exotic 0.33,Unknown,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5942321002187,fanta 1l,Unknown,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5942321002163,Fanta Madness,Coca-Cola,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas, sweetened-beverages",romania,Unknown,Unknown,Unknown,d,4.0,Unknown,"Apa, sirop de fructoza, sirop de glucoza, extract de fructe (mere), extract de legume (morcovi), dioxid de carbon, acidifiant: acid citric, acid malic,concentrat de struguri (0.1%), corector de aciditate: gluconat de sodiu, conservant: sorbat de potasiu, indulcitor: sucraloza, zaharinat de sodiu.",Unknown,Unknown
8886015402037,Nam Nam Fantasy Stick Choco Rainbow,Arnott's,Unknown,united-states,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"sugar, wheat flour, palm oil, cocoa powder, milk powder, whey powder, lactose, malt extract, salt, emulsifier (soy lecithin), leavening agent (sodium bicarbonate), artificial flavor (vanillin), artificial color (tartrazine, sunset yellow, brilliant blue), glazing agent (carnauba wax)",Unknown,Unknown
9300633395827,Singapore Fresh Noodles,Fantastic,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000332530,Fanta Apple Zero Sugar,Coca Cola,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000335319,Tutti Frutti: Zero Sugar,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"carbonated water, acids (malic acid citric acid), natural flavourings, colour (lutein), sweeteners (sucralose, acesulfame k), preservative (potassium sorbate), antioxidant (ascorbic acid",Unknown,Unknown
5000112673630,Apple Zero Sugar,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9300624036449,Fanta zero sugar lemon,Fanta,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,1.08
8002590084639,fantasie,Unknown,"snacks, sweet-snacks, confectioneries",italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5449000333780,Fanta Raspberry,Coca Cola,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5000112673852,Fanta Orange,The Coca-Cola Company,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0200297008455,Rainbow Fantasy Xtra Sour Belts,World,Unknown,united-states,Unknown,Unknown,Unknown,unknown,4.0,Unknown,"corn syrup, sugar, wheat flour, modified corn starch, malic acid, palm oil, citric acid, lactic acid, sodium lactate, trisodium citrate, salt, mono-and diglycerides, artificial flavor, glycerin, color: FD, C Blue No.1, FD, C Yellow No.5, FD, C Red No.40",Unknown,Unknown
0038000228469,"Fantastic Fruit Flavored With Glittery Sparkles Cereal, Fantastic Fruit",Llama loops,"plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, cereals-and-their-products",united-states,Unknown,Unknown,Unknown,e,4.0,Unknown,"Sugar, Corn Flour Blend (Whole Grain Yellow Corn Flour, Degerminated Yellow Corn Flour), Wheat Flour, Whole Grain Oat Flour, Contains 2% Or Less Of Oat Fiber, Salt, Soluble Corn Fiber, Acacia Gum, Natural Flavor, Fruit Juice Concentrate, Modified Cellulose, Red 40, Color Added, Yellow 5, Yellow 6, Blue 1, Red 3, Bht For Freshness. Vitamins And Minerals: Reduced Iron, Niacinamide, Vitamin B6 (Pyridoxine Hydrochloride), Vitamin B2 (Riboflavin), Vitamin B1 (Thiamin Hydrochloride), Folic Acid, Vitamin D3, Vitamin B12.",38.5,385.0
3290041001471,Coeurs De Truffes Fantaisie,Guyaux,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,37.5,625.0
59406327,fanta para 0.5,Unknown,Unknown,romania,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
0052302735401,Truffles Fantaisie,Cémoi,Unknown,united-states,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,40.0,633.0
5000112673845,Fruit Twist,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
5942321004099,Fanta Lămâie Original,Coca Cola,"beverages-and-beverages-preparations, beverages, carbonated-drinks, sodas",romania,plastic,Unknown,Unknown,d,4.0,Unknown,"Apă, suc de lămâie din concentrat (6%), zahar, dioxid de carbon, acidifianti (acid malic, acid citric), îndulcitori (acesulfam-K, aspartam, neohesperidină DC), antioxidant (acid ascorbic), corector de aciditate (citrati de sodiu), conservant (sorbat de potasiu), stabilizatori (E 414, E 445), arome naturale de lămâie cu alte arome naturale, colorant (caroteni). Conţine o sursă de fenilalanină. Sedimente si schimbarea de culoare pot apărea în mod natural. Acestea nu vor afecta calitatea rand).",Unknown,Unknown
8901725005030,Hazelnu5 Creme Wafer Rolls,Dark Fantasy,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,52.8,488.0
5000112673975,Fruit Twist,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
57122809,Unknown,Fanta,"beverages-and-beverages-preparations, beverages",united-states,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
9300624036463,Lemon,Fanta,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,0.0,1.08
9300675096775,Fanta zero sugar,Fanta,Unknown,australia,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,1.09
5449000149015,Lemon,Fanta,Unknown,united-kingdom,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8051084009894,Piselli Fantasia,Findus,"plant-based-foods-and-beverages, plant-based-foods, legumes-and-their-products, legumes, seeds, frozen-foods, legume-seeds, pulses, peas",italy,Unknown,Unknown,Unknown,unknown,Unknown,Unknown,Unknown,Unknown,Unknown
8003170104426,"Riso Rosso, Fantasia Di Verdura E Legumi",Piacersi Conad,"meals, microwave-meals",italy,Unknown,Unknown,Unknown,b,3.0,Unknown,"Riso rosso cotto 49% (riso rosso, acqua, sale), legumi cotti in proporzione variabile 27% (ceci, acqua, piselli, sale), carote 5%, mais 5%, olio extra vergine di oliva, semi di zucca, basilico, anacardi, succo di limone, sale.",Unknown,Unknown
